EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
900016,90.255,42.177,60.646,146.848,-999.0,-999.0,-999.0,1.147,15.732,249.972,0.733,1.272,-999.0,65.193,-0.388,1.485,47.805,-0.287,0.342,52.02,1.216,346.091,1,136.975,-0.685,-2.144,-999.0,-999.0,-999.0,136.975,0.0225325724501,b,u,1.0094730089
900018,89.109,54.487,63.058,26.576,3.422,442.842,-0.364,2.736,39.874,354.076,1.407,-1.413,0.026,25.204,-0.834,-1.318,35.461,-1.662,1.291,37.783,2.97,447.561,3,78.99,3.312,0.186,75.46,-0.11,3.083,293.411,0.0254337596084,b,u,1.13944796567
900019,-999.0,83.821,63.021,27.903,-999.0,-999.0,-999.0,1.874,27.903,82.491,1.942,-1.407,-999.0,28.038,2.003,-0.999,54.453,2.07,0.874,43.735,2.94,130.568,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.619989275654,b,u,27.7758982454
900021,95.398,8.314,52.454,201.541,-999.0,-999.0,-999.0,0.922,24.207,292.546,0.782,0.796,-999.0,63.684,-1.108,0.722,49.793,-1.841,0.162,97.28,0.042,297.816,1,179.069,-1.464,-2.822,-999.0,-999.0,-999.0,179.069,0.512739889611,b,u,22.9710602416
900022,109.623,61.151,68.154,0.056,-999.0,-999.0,-999.0,2.973,0.056,67.155,1.859,-1.355,-999.0,23.491,0.073,-0.459,43.664,-0.681,2.949,21.861,0.095,24.755,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.51241417814,b,u,67.7570789794
900023,89.912,61.011,65.708,5.033,-999.0,-999.0,-999.0,2.85,5.033,62.016,1.75,-1.384,-999.0,22.548,1.652,-0.85,39.468,0.661,1.821,25.926,-1.931,107.026,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.54941963224,b,u,69.4149459264
900024,96.853,29.275,68.623,27.78,-999.0,-999.0,-999.0,2.632,36.209,112.147,1.395,-1.353,-999.0,29.451,-1.793,-1.233,41.092,-2.211,1.366,22.101,2.38,223.224,1,41.603,-0.46,-2.677,-999.0,-999.0,-999.0,41.603,0.512739889611,b,u,22.9710602416
900025,-999.0,95.79,64.842,6.841,-999.0,-999.0,-999.0,1.847,6.841,76.281,1.491,-1.344,-999.0,30.628,-0.409,-2.102,45.653,0.548,2.601,53.132,-0.07,116.13,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.49980085801,b,u,67.1919945332
900028,117.721,83.655,79.448,21.159,-999.0,-999.0,-999.0,3.042,21.159,83.883,2.083,-1.412,-999.0,27.211,-1.966,1.971,56.672,-1.644,-1.287,35.55,1.112,200.629,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.46973920966,b,u,65.8452143251
900029,87.325,44.632,70.583,28.365,-999.0,-999.0,-999.0,2.569,28.365,71.377,2.345,-1.278,-999.0,21.339,1.019,1.281,50.038,2.096,-1.052,10.229,2.42,206.232,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,u,22.9710602416
900030,121.257,3.716,51.463,119.771,-999.0,-999.0,-999.0,2.656,21.402,192.52,1.375,1.114,-999.0,22.558,-0.188,3.025,31.016,-0.32,-0.605,107.606,-0.67,277.137,1,138.947,-1.039,2.316,-999.0,-999.0,-999.0,138.947,0.0944595938766,b,u,4.2318475026
900037,89.338,40.487,41.261,198.449,2.093,234.02,6.643,0.96,24.019,306.507,0.788,1.104,0.053,48.376,-1.67,2.486,38.102,-0.989,-3.12,118.112,2.55,378.486,2,183.582,-1.735,-0.805,36.447,-3.828,0.673,220.029,0.0936590129021,b,u,4.19598098594
900038,242.061,92.48,179.238,48.299,-999.0,-999.0,-999.0,2.983,0.855,210.308,0.817,-1.198,-999.0,89.368,-0.912,2.416,73.02,-1.885,-0.403,29.344,2.831,232.381,1,47.92,-0.577,-0.977,-999.0,-999.0,-999.0,47.92,0.226870077356,b,u,10.1639180402
900044,115.001,26.898,85.089,54.973,-999.0,-999.0,-999.0,2.02,20.195,161.82,0.896,-0.356,-999.0,52.212,-0.921,-0.801,46.77,-0.507,1.176,28.674,1.928,201.003,1,62.838,0.867,-2.826,-999.0,-999.0,-999.0,62.838,0.551770634067,b,u,24.7196614336
900045,94.528,42.18,57.797,27.845,-999.0,-999.0,-999.0,2.637,27.845,56.015,1.404,1.268,-999.0,23.297,-1.545,-0.104,32.718,-0.684,2.389,16.942,0.168,124.623,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,u,22.9710602416
900046,109.983,12.997,58.751,82.006,1.932,199.394,-0.523,2.148,1.83,213.746,0.942,1.252,0.966,34.272,0.621,-2.632,32.289,0.821,-0.493,56.719,-0.798,232.569,2,98.676,-0.325,2.589,48.509,1.607,0.426,147.184,0.443597626883,b,u,19.8734446385
900047,146.251,97.368,78.237,0.858,-999.0,-999.0,-999.0,3.067,0.858,82.349,2.725,-1.27,-999.0,22.108,-2.303,0.069,60.241,-1.532,-2.9,39.422,0.331,95.118,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.60147453906,b,u,71.7470375476
900049,80.574,11.289,47.416,47.856,0.846,149.033,0.193,2.397,1.793,193.486,1.134,1.308,0.003,23.883,1.683,0.563,27.089,1.621,2.959,31.507,2.57,218.279,2,72.074,0.187,-1.969,70.439,1.033,0.474,142.514,0.443597626883,b,u,19.8734446385
900051,134.818,67.746,104.306,2.034,-999.0,-999.0,-999.0,3.203,2.034,74.477,1.59,-1.373,-999.0,28.751,-0.309,-2.32,45.726,1.546,1.352,27.235,-1.221,108.931,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.76707935979,b,u,79.1662346695
900053,76.232,29.035,52.862,3.155,-999.0,-999.0,-999.0,3.006,3.155,52.719,1.165,-1.394,-999.0,24.356,1.11,-1.051,28.363,0.856,1.945,7.634,-1.525,80.023,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.32475662119,b,u,59.3499058048
900055,-999.0,73.208,49.129,52.994,-999.0,-999.0,-999.0,2.078,23.127,87.488,1.204,-1.371,-999.0,25.823,-1.86,-0.597,31.094,-1.63,1.469,75.768,-3.106,117.11,1,30.572,1.511,-0.403,-999.0,-999.0,-999.0,30.572,0.599828494602,b,u,26.8726829398
900059,128.586,24.119,98.14,62.492,-999.0,-999.0,-999.0,2.981,22.226,151.448,3.252,-1.393,-999.0,24.568,-2.029,-2.367,79.887,-1.063,0.453,9.554,1.357,128.341,1,46.993,-3.357,-2.398,-999.0,-999.0,-999.0,46.993,0.759736785211,b,u,34.0366720328
900060,102.08,44.213,59.914,28.002,-999.0,-999.0,-999.0,2.733,28.002,59.677,1.204,1.372,-999.0,27.071,-1.13,-2.589,32.606,-0.615,0.095,19.226,-2.069,90.574,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,u,22.9710602416
900065,85.873,84.829,64.498,23.003,-999.0,-999.0,-999.0,2.985,23.003,66.53,1.785,-1.351,-999.0,23.885,0.857,-0.373,42.645,0.525,2.593,42.567,-0.739,70.521,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.647264852344,b,u,28.9978607413
900066,92.43,12.623,66.765,35.154,-999.0,-999.0,-999.0,2.512,4.366,110.76,1.497,1.379,-999.0,28.674,1.759,-2.969,42.919,1.81,-0.457,9.187,-1.104,147.096,1,39.168,2.43,1.947,-999.0,-999.0,-999.0,39.168,0.512739889611,b,u,22.9710602416
900067,119.715,18.984,86.262,56.759,-999.0,-999.0,-999.0,3.121,16.745,139.77,2.722,1.41,-999.0,24.441,1.408,-2.249,66.52,0.659,0.781,16.031,0.191,265.979,1,48.809,-1.687,-2.286,-999.0,-999.0,-999.0,48.809,0.722419436375,b,u,32.3648320111
900068,-999.0,94.885,50.232,40.826,-999.0,-999.0,-999.0,1.631,1.342,110.336,1.508,-1.349,-999.0,27.991,0.132,0.84,42.218,0.299,2.463,74.854,-1.811,86.448,1,40.126,1.018,0.698,-999.0,-999.0,-999.0,40.126,0.622891569327,b,u,27.9059227747
900070,-999.0,67.808,56.839,1.482,-999.0,-999.0,-999.0,2.026,1.482,52.54,1.137,-1.405,-999.0,24.582,-1.2,2.123,27.958,0.478,0.988,43.749,-1.658,45.039,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.61562192733,b,u,72.3808491835
900071,93.177,10.214,50.94,60.908,1.782,116.486,-0.497,2.415,62.658,203.739,1.096,1.263,0.0,26.011,-1.969,-1.139,28.504,-1.935,2.73,45.724,3.014,274.425,3,40.644,-0.346,2.783,40.559,1.435,-0.441,149.224,0.0195327618805,b,u,0.875079663066
900072,54.961,41.737,42.395,55.845,-999.0,-999.0,-999.0,1.52,0.534,114.684,1.139,-0.34,-999.0,27.731,-0.574,2.999,31.589,-1.232,-1.914,44.517,-0.734,102.574,1,55.364,-0.507,1.485,-999.0,-999.0,-999.0,55.364,0.6176501647,b,u,27.6711046459
900073,-999.0,73.094,12.34,43.974,-999.0,-999.0,-999.0,0.464,43.974,53.083,0.976,-0.344,-999.0,26.858,0.221,2.776,26.224,0.325,-3.055,65.023,-0.881,115.332,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.27562094891,b,u,57.148597674
900074,166.301,52.829,131.507,43.764,-999.0,-999.0,-999.0,3.157,25.184,98.788,0.727,-0.696,-999.0,36.515,0.724,-2.441,26.546,-2.194,2.635,26.806,-0.787,152.349,1,35.727,-0.23,0.131,-999.0,-999.0,-999.0,35.727,0.765242056025,b,u,34.2833115279
900075,97.251,55.07,50.443,142.871,3.444,441.929,0.013,1.349,4.371,238.509,0.759,1.094,0.046,44.781,-0.671,-2.967,33.994,-1.295,2.12,80.613,-3.055,301.83,2,80.328,0.004,0.343,79.407,3.448,-0.609,159.735,0.0225325724501,b,u,1.0094730089
900080,96.183,35.622,53.361,190.509,0.717,93.684,0.8,1.02,4.71,316.922,0.597,1.341,0.022,69.093,1.144,2.572,41.239,1.666,-2.836,89.921,2.854,338.438,2,171.646,1.322,-0.398,34.944,0.605,0.554,206.59,0.443597626883,b,u,19.8734446385
900081,177.058,108.759,88.614,41.909,-999.0,-999.0,-999.0,3.047,68.368,129.19,1.931,1.407,-999.0,30.835,0.333,-0.162,59.53,0.871,3.122,55.812,-0.696,333.612,1,38.825,0.742,-2.359,-999.0,-999.0,-999.0,38.825,0.226870077356,b,u,10.1639180402
900083,95.575,56.832,58.656,83.573,2.447,234.664,4.669,1.959,3.356,219.709,0.626,1.08,0.293,44.639,-1.113,-0.042,27.936,-1.128,1.918,44.326,0.038,274.482,2,111.193,-1.26,-3.028,35.94,-3.706,-0.333,147.133,0.0944595938766,b,u,4.2318475026
900084,66.594,64.28,52.207,2.628,-999.0,-999.0,-999.0,2.371,2.628,58.484,1.872,-1.328,-999.0,20.36,2.242,-0.942,38.124,1.917,1.406,28.557,-2.192,63.423,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.652064464153,b,u,29.212886282
900085,189.313,107.758,91.289,1.828,-999.0,-999.0,-999.0,3.319,59.871,144.04,3.005,-1.247,-999.0,21.469,-0.433,-1.932,64.521,0.891,1.307,45.012,-1.792,99.178,1,58.05,2.665,-2.023,-999.0,-999.0,-999.0,58.05,0.798857728671,b,u,35.7893141953
900086,30.198,69.712,27.513,31.907,-999.0,-999.0,-999.0,0.844,31.907,65.761,1.45,-1.397,-999.0,26.839,1.558,-2.901,38.922,2.219,-2.376,31.947,0.461,104.367,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.64513260283,b,u,28.9023346607
900087,112.129,65.869,50.062,77.091,1.86,191.379,2.012,2.519,93.385,293.091,1.147,1.39,0.904,24.498,1.537,2.995,28.095,1.4,0.479,63.961,2.259,284.661,3,67.963,0.766,-1.668,64.014,2.626,2.032,240.497,0.109322374518,b,u,4.89770915368
900088,99.07,12.685,74.845,69.964,0.494,173.278,1.239,1.922,1.276,260.183,2.151,1.011,0.0,25.611,-1.091,-3.036,55.086,0.402,-1.825,2.285,-3.026,469.04,2,99.08,1.387,-0.015,80.406,0.893,2.363,179.486,0.0225325724501,b,u,1.0094730089
900090,120.401,0.273,68.2,110.161,-999.0,-999.0,-999.0,2.694,21.002,167.604,2.493,0.991,-999.0,20.994,-1.544,2.266,52.342,-2.244,-1.415,75.332,-1.411,289.387,1,94.268,0.13,1.496,-999.0,-999.0,-999.0,94.268,0.512739889611,b,u,22.9710602416
900091,-999.0,106.551,34.671,4.44,-999.0,-999.0,-999.0,0.798,4.44,86.998,0.651,-1.411,-999.0,52.692,1.225,0.463,34.306,1.981,0.206,83.036,-2.815,151.52,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.570618593944,b,u,25.5640615486
900092,167.233,22.434,104.025,30.361,-999.0,-999.0,-999.0,3.037,0.798,135.106,0.579,1.409,-999.0,66.41,-0.216,1.105,38.459,-0.719,-1.891,35.777,-1.276,178.342,1,30.238,0.98,2.782,-999.0,-999.0,-999.0,30.238,1.20224356979,b,u,53.8612462698
900094,-999.0,67.646,45.518,0.279,-999.0,-999.0,-999.0,1.739,0.279,57.842,1.251,-1.405,-999.0,25.698,-1.116,1.014,32.143,-0.493,-0.61,40.163,-3.063,30.742,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.38746595103,b,u,62.1593220851
900095,91.749,54.191,71.52,7.727,-999.0,-999.0,-999.0,2.832,7.727,59.759,1.582,-1.302,-999.0,23.142,-0.76,1.156,36.617,-2.212,-1.276,20.726,2.229,117.069,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.6464113554,b,u,73.7602343675
900096,131.974,88.125,94.247,6.239,-999.0,-999.0,-999.0,2.872,6.239,98.215,1.668,-1.322,-999.0,36.817,0.618,-1.588,61.397,0.631,1.284,31.969,-2.066,220.358,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.633839053264,b,u,28.3963767419
900099,-999.0,152.605,129.679,59.195,1.732,119.199,6.604,1.757,15.218,228.172,1.446,-1.171,0.0,55.301,1.82,-0.031,79.955,0.144,0.497,72.942,-2.727,219.083,2,62.573,1.846,-2.555,30.343,3.578,1.287,92.916,0.226870077356,b,u,10.1639180402
900102,-999.0,82.702,86.807,4.462,-999.0,-999.0,-999.0,2.253,4.462,85.627,1.213,-1.411,-999.0,38.692,-1.031,-0.363,46.935,-2.154,1.589,44.289,-2.422,138.167,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.48457673841,b,u,66.5099446761
900103,79.348,13.503,52.278,32.247,-999.0,-999.0,-999.0,2.703,2.919,88.563,1.213,1.38,-999.0,24.234,0.293,1.654,29.401,0.457,-1.931,19.984,-2.496,174.59,1,34.928,-1.459,0.463,-999.0,-999.0,-999.0,34.928,0.512739889611,b,u,22.9710602416
900104,77.288,84.104,55.899,89.768,-999.0,-999.0,-999.0,1.341,1.529,182.967,1.478,0.282,-999.0,36.997,-0.395,1.209,54.683,-0.403,-0.132,45.968,1.858,173.345,1,91.287,1.123,-2.222,-999.0,-999.0,-999.0,91.287,0.618666156131,b,u,27.7166216826
900105,110.799,80.921,92.34,47.021,-999.0,-999.0,-999.0,2.528,4.778,121.634,0.995,-0.77,-999.0,35.01,0.213,3.097,34.828,2.104,1.42,47.496,-1.926,149.424,1,51.796,0.247,0.186,-999.0,-999.0,-999.0,51.796,0.737347481853,b,u,33.0336175667
900106,121.053,75.556,62.834,38.583,-999.0,-999.0,-999.0,3.057,2.491,98.711,1.198,-1.33,-999.0,26.735,-0.694,-2.682,32.029,-1.476,0.645,44.84,-2.338,132.967,1,39.946,1.746,0.754,-999.0,-999.0,-999.0,39.946,0.633269818396,b,u,28.3708746721
900107,71.909,64.138,63.633,20.985,-999.0,-999.0,-999.0,1.887,20.985,78.588,1.351,-1.413,-999.0,33.421,-1.889,0.896,45.167,-1.543,-0.959,27.785,3.061,130.05,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.36757892224,b,u,61.2683710481
900113,73.011,46.2,68.92,2.751,-999.0,-999.0,-999.0,2.313,2.751,71.929,0.66,-1.384,-999.0,43.343,0.155,-0.366,28.586,-0.668,1.795,33.548,-2.804,99.729,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.275700279,b,u,57.1521517105
900114,-999.0,83.504,60.989,9.991,-999.0,-999.0,-999.0,1.942,9.991,62.932,1.817,-1.411,-999.0,22.337,0.67,0.304,40.594,2.197,-0.896,46.459,2.803,144.388,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.736345967281,b,u,32.9887491022
900115,304.346,47.073,207.776,2.133,-999.0,-999.0,-999.0,3.889,2.133,119.058,1.159,1.41,-999.0,55.151,-0.167,-1.36,63.907,2.15,1.764,8.705,-1.248,84.529,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.79645634827,b,u,80.4823416972
900117,333.606,113.182,227.855,93.829,1.812,140.864,-0.343,3.174,55.816,491.289,0.688,1.413,0.111,118.586,-1.773,1.482,81.586,-0.651,-1.832,59.199,2.548,554.486,3,74.214,-0.215,-0.351,59.706,1.597,-0.712,291.117,0.226870077356,b,u,10.1639180402
900119,50.378,72.026,37.093,43.964,-999.0,-999.0,-999.0,1.606,26.877,116.944,1.446,-0.412,-999.0,20.721,0.072,0.66,29.954,0.681,2.147,46.207,-0.488,154.373,1,66.268,1.178,-2.486,-999.0,-999.0,-999.0,66.268,0.642606131139,b,u,28.7891471857
900121,86.875,48.611,49.262,69.691,-999.0,-999.0,-999.0,1.918,1.442,127.448,1.178,1.248,-999.0,26.971,2.222,-2.018,31.768,1.684,-0.176,38.684,-1.708,151.257,1,68.708,2.046,1.762,-999.0,-999.0,-999.0,68.708,0.512739889611,b,u,22.9710602416
900122,107.696,56.582,78.79,36.401,-999.0,-999.0,-999.0,3.53,18.876,103.833,1.285,-1.414,-999.0,21.718,-1.718,2.563,27.913,0.387,-0.886,44.444,0.979,230.782,1,54.202,2.877,-2.159,-999.0,-999.0,-999.0,54.202,0.79972767262,b,u,35.8282882156
900123,101.878,70.059,83.919,0.872,-999.0,-999.0,-999.0,2.968,0.872,64.787,1.951,-1.353,-999.0,21.954,-1.924,-2.544,42.832,-0.155,-0.161,30.842,2.441,113.948,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.80259198264,b,u,80.7572218647
900124,53.68,4.427,35.648,133.613,0.578,245.301,-0.081,0.976,40.415,377.081,3.352,1.104,0.685,20.241,0.661,-0.218,67.844,0.132,-1.038,50.795,-0.962,494.448,3,137.674,-0.335,1.471,112.713,0.244,-2.453,288.997,0.341670399067,b,u,15.3070425741
900125,98.664,74.442,50.923,49.833,-999.0,-999.0,-999.0,2.13,3.653,114.253,2.113,0.876,-999.0,20.015,1.096,2.265,42.296,1.113,-1.888,40.756,2.171,145.356,1,51.942,0.958,-0.237,-999.0,-999.0,-999.0,51.942,0.512739889611,b,u,22.9710602416
900127,184.552,81.826,126.213,3.93,-999.0,-999.0,-999.0,3.322,3.93,86.162,1.767,-1.331,-999.0,31.141,1.4,-1.422,55.021,-0.601,1.23,31.45,-2.275,65.028,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.84508342435,b,u,82.6608644075
900129,101.056,43.856,73.051,19.867,4.449,477.411,-3.738,2.92,5.396,173.938,0.775,-1.414,0.813,40.303,-0.641,1.469,31.226,-0.088,-1.398,28.041,-3.068,193.135,2,55.788,1.124,0.741,46.62,-3.325,-1.957,102.409,0.0944595938766,b,u,4.2318475026
900137,41.826,43.24,34.806,25.716,-999.0,-999.0,-999.0,1.413,25.716,53.501,1.201,-1.144,-999.0,24.304,-0.377,-2.04,29.197,-0.619,2.852,24.187,0.951,102.057,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.32980649645,b,u,59.5761433009
900138,114.089,90.565,75.521,93.597,-999.0,-999.0,-999.0,2.12,47.211,131.057,1.582,1.072,-999.0,31.922,-1.396,-0.944,50.502,-0.507,-2.868,63.564,-1.016,198.349,1,48.632,1.738,1.396,-999.0,-999.0,-999.0,48.632,0.226870077356,b,u,10.1639180402
900140,91.688,13.005,44.592,101.527,3.56,229.78,-3.163,2.068,23.041,132.956,1.558,0.621,0.345,20.779,-1.89,-2.945,32.374,-1.914,-0.877,81.642,-0.624,174.7,2,42.78,-1.858,2.161,37.023,1.702,2.253,79.803,0.0217574936722,b,u,0.974749006224
900141,-999.0,78.026,58.576,1.078,-999.0,-999.0,-999.0,1.923,1.078,66.334,1.303,-1.403,-999.0,28.803,1.936,2.485,37.531,0.987,-2.126,45.945,0.317,90.797,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.46075368324,b,u,65.4426572531
900144,135.066,78.485,123.76,15.192,-999.0,-999.0,-999.0,2.968,15.192,68.852,1.446,-1.403,-999.0,28.147,0.406,-1.993,40.705,-2.205,-0.582,44.869,1.745,221.979,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.94217969085,b,u,87.0108364541
900145,89.11,68.18,71.633,27.215,-999.0,-999.0,-999.0,2.25,4.955,98.975,1.072,-1.142,-999.0,32.752,0.508,1.863,35.112,1.804,-2.58,33.298,0.406,128.021,1,31.111,-1.003,-1.356,-999.0,-999.0,-999.0,31.111,0.320207186186,b,u,14.3454775271
900146,314.889,40.992,254.069,86.312,-999.0,-999.0,-999.0,3.722,4.439,242.136,2.858,-1.403,-999.0,41.437,-2.105,-2.865,118.438,0.307,0.583,14.476,-0.453,254.398,1,82.261,-0.141,-2.58,-999.0,-999.0,-999.0,82.261,0.951461584528,b,u,42.6260601497
900147,137.279,93.582,93.999,27.325,-999.0,-999.0,-999.0,2.952,27.325,91.818,1.487,-1.407,-999.0,36.916,1.371,2.191,54.902,2.013,-0.69,46.744,-3.045,257.658,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.618748397183,b,u,27.7203061319
900148,86.976,59.932,66.504,77.653,4.442,422.901,-4.133,1.762,2.623,193.359,2.782,0.838,0.771,24.865,-1.381,-1.205,69.163,-2.026,-2.845,21.346,-1.056,196.156,2,68.802,1.327,1.363,30.53,-3.115,-0.19,99.331,0.0225325724501,b,u,1.0094730089
900149,197.29,24.389,135.574,31.242,-999.0,-999.0,-999.0,3.054,24.282,192.44,0.576,1.413,-999.0,89.006,-1.467,-1.72,51.311,-1.285,1.514,22.237,2.253,261.852,1,52.123,-2.375,0.367,-999.0,-999.0,-999.0,52.123,0.0944595938766,b,u,4.2318475026
900151,73.086,61.917,62.916,8.578,-999.0,-999.0,-999.0,2.309,8.578,50.1,1.363,-1.402,-999.0,21.203,-0.232,-2.279,28.897,1.703,-1.019,37.945,1.397,182.243,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.785981275654,b,u,35.212441235
900152,-999.0,81.931,66.492,1.948,-999.0,-999.0,-999.0,2.324,1.948,73.396,1.833,-1.345,-999.0,25.906,1.38,-2.084,47.49,1.946,1.945,37.901,-0.671,52.113,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.47393841051,b,u,66.0333410881
